




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
James Island 6                1774                          7                             2                             4                             0                             0                             0                             13                            150                           268                           144                           0                             0                             0                             562                           144                           330                           295                           0                             0                             0                             769                           0                             0                             1                             0                             0                             0                             1                             1345                          
James Island 7                2298                          2                             7                             4                             0                             0                             0                             13                            178                           375                           209                           0                             0                             0                             762                           114                           370                           415                           0                             0                             0                             899                           0                             0                             0                             0                             0                             0                             0                             1674                          
James Island 8A               1694                          4                             10                            2                             0                             0                             0                             16                            60                            142                           279                           0                             0                             0                             481                           84                            325                           348                           0                             0                             0                             757                           0                             0                             0                             0                             0                             0                             0                             1254                          
James Island 8B               2428                          13                            5                             7                             0                             0                             0                             25                            182                           290                           127                           0                             0                             0                             599                           169                           384                           319                           0                             0                             0                             872                           2                             2                             0                             0                             0                             0                             4                             1500                          
James Island 9                1659                          8                             7                             1                             0                             0                             0                             16                            220                           210                           113                           0                             0                             0                             543                           113                           324                           214                           0                             0                             0                             651                           1                             1                             0                             0                             0                             0                             2                             1212                          
James Island 10               1786                          7                             5                             2                             0                             0                             0                             14                            151                           274                           131                           0                             0                             0                             556                           89                            314                           255                           0                             0                             0                             658                           1                             0                             0                             0                             0                             0                             1                             1229                          
James Island 11               2059                          5                             12                            5                             0                             0                             0                             22                            198                           364                           208                           0                             0                             0                             770                           125                           330                           283                           0                             0                             0                             738                           0                             0                             0                             0                             0                             0                             0                             1530                          
James Island 12               1382                          3                             0                             1                             0                             0                             0                             4                             121                           266                           228                           0                             0                             0                             615                           51                            222                           236                           0                             0                             0                             509                           0                             0                             0                             0                             0                             0                             0                             1128                          
James Island 13               1763                          0                             1                             3                             0                             0                             0                             4                             134                           397                           226                           0                             0                             0                             757                           67                            262                           296                           0                             0                             0                             625                           0                             1                             1                             0                             0                             0                             2                             1388                          
James Island 14               951                           5                             3                             2                             0                             0                             0                             10                            158                           161                           76                            0                             0                             0                             395                           88                            144                           90                            0                             0                             0                             322                           0                             0                             0                             0                             0                             0                             0                             727                           
James Island 15               1924                          10                            7                             0                             0                             0                             0                             17                            202                           228                           101                           0                             0                             0                             531                           202                           328                           204                           0                             0                             0                             734                           1                             0                             1                             0                             0                             0                             2                             1284                          
James Island 17               2193                          9                             7                             1                             0                             0                             0                             17                            182                           286                           156                           0                             0                             0                             624                           154                           334                           249                           0                             0                             0                             737                           0                             1                             0                             0                             0                             0                             1                             1379                          
James Island 19               1868                          6                             6                             4                             0                             0                             0                             16                            154                           244                           97                            0                             0                             0                             495                           130                           341                           251                           0                             0                             0                             722                           1                             1                             0                             0                             0                             0                             2                             1235                          
James Island 20               1735                          9                             7                             2                             0                             0                             0                             18                            149                           225                           98                            0                             0                             0                             472                           140                           375                           232                           0                             0                             0                             747                           0                             1                             0                             0                             0                             0                             1                             1238                          
James Island 22               1658                          3                             4                             2                             0                             0                             0                             9                             115                           243                           178                           0                             0                             0                             536                           102                           334                           259                           0                             0                             0                             695                           0                             0                             0                             0                             0                             0                             0                             1240                          
Johns Island 1A               2067                          9                             5                             7                             0                             0                             0                             21                            205                           421                           256                           0                             0                             0                             882                           110                           238                           264                           0                             0                             0                             612                           0                             0                             0                             0                             0                             0                             0                             1515                          
Johns Island 1B               2348                          11                            6                             0                             0                             0                             0                             17                            233                           298                           153                           0                             0                             0                             684                           181                           512                           347                           0                             0                             0                             1040                          1                             2                             3                             0                             0                             0                             6                             1747                          
Johns Island 2                6004                          23                            27                            12                            0                             0                             0                             62                            514                           1135                          540                           0                             0                             0                             2189                          273                           996                           823                           0                             0                             0                             2092                          5                             2                             0                             0                             0                             0                             7                             4350                          
Johns Island 3A               4507                          16                            17                            4                             0                             0                             0                             37                            561                           959                           321                           0                             0                             0                             1841                          259                           812                           554                           0                             0                             0                             1625                          2                             0                             1                             0                             0                             0                             3                             3506                          
Johns Island 3B               1777                          5                             2                             3                             0                             0                             0                             10                            223                           262                           154                           0                             0                             0                             639                           166                           297                           253                           0                             0                             0                             716                           0                             0                             0                             0                             0                             0                             0                             1365                          
Johns Island 4                1245                          6                             2                             1                             0                             0                             0                             9                             131                           160                           106                           0                             0                             0                             397                           86                            257                           195                           0                             0                             0                             538                           0                             0                             0                             0                             0                             0                             0                             944                           
St. Pauls 1                   865                           1                             0                             1                             0                             0                             0                             2                             94                            39                            31                            0                             0                             0                             164                           274                           134                           64                            0                             0                             0                             472                           0                             0                             0                             0                             0                             0                             0                             638                           
St. Pauls 2A                  953                           8                             5                             0                             0                             0                             0                             13                            110                           88                            73                            0                             0                             0                             271                           129                           165                           93                            0                             0                             0                             387                           0                             0                             0                             0                             0                             0                             0                             671                           
St. Pauls 2B                  1483                          12                            5                             3                             0                             0                             0                             20                            181                           157                           76                            0                             0                             0                             414                           246                           242                           175                           0                             0                             0                             663                           0                             0                             0                             0                             0                             0                             0                             1097                          
St. Pauls 3                   2136                          3                             2                             4                             0                             0                             0                             9                             412                           478                           246                           0                             0                             0                             1136                          125                           219                           246                           0                             0                             0                             590                           0                             0                             0                             0                             0                             0                             0                             1735                          
St. Pauls 4                   1764                          6                             6                             1                             0                             0                             0                             13                            117                           111                           47                            0                             0                             0                             275                           352                           406                           214                           0                             0                             0                             972                           1                             0                             0                             0                             0                             0                             1                             1261                          
St. Pauls 5                   1178                          6                             5                             0                             0                             0                             0                             11                            167                           175                           73                            0                             0                             0                             415                           117                           192                           109                           0                             0                             0                             418                           2                             0                             0                             0                             0                             0                             2                             846                           
St. Pauls 6                   2279                          9                             7                             0                             0                             0                             0                             16                            280                           502                           233                           0                             0                             0                             1015                          132                           339                           248                           0                             0                             0                             719                           0                             1                             0                             0                             0                             0                             1                             1751                          
St. Andrews 1                 760                           1                             0                             3                             0                             0                             0                             4                             39                            86                            55                            0                             0                             0                             180                           34                            188                           126                           0                             0                             0                             348                           0                             0                             0                             0                             0                             0                             0                             532                           
St. Andrews 2                 1368                          3                             2                             2                             0                             0                             0                             7                             79                            158                           48                            0                             0                             0                             285                           90                            323                           162                           0                             0                             0                             575                           0                             0                             1                             0                             0                             0                             1                             868                           
St. Andrews 3                 1502                          3                             4                             3                             0                             0                             0                             10                            81                            92                            24                            0                             0                             0                             197                           187                           479                           240                           0                             0                             0                             906                           0                             1                             0                             0                             0                             0                             1                             1114                          
St. Andrews 4                 1680                          2                             3                             1                             0                             0                             0                             6                             147                           310                           156                           0                             0                             0                             613                           86                            334                           219                           0                             0                             0                             639                           2                             0                             0                             0                             0                             0                             2                             1260                          
St. Andrews 5                 1418                          4                             1                             5                             0                             0                             0                             10                            110                           244                           138                           0                             0                             0                             492                           70                            305                           259                           0                             0                             0                             634                           1                             0                             0                             0                             0                             0                             1                             1137                          
St. Andrews 6                 1297                          2                             1                             1                             0                             0                             0                             4                             175                           279                           134                           0                             0                             0                             588                           90                            207                           131                           0                             0                             0                             428                           0                             0                             0                             0                             0                             0                             0                             1020                          
St. Andrews 7                 1901                          4                             8                             0                             0                             0                             0                             12                            266                           320                           128                           0                             0                             0                             714                           155                           377                           176                           0                             0                             0                             708                           0                             0                             0                             0                             0                             0                             0                             1434                          
St. Andrews 8                 949                           1                             0                             2                             0                             0                             0                             3                             37                            59                            13                            0                             0                             0                             109                           101                           284                           154                           0                             0                             0                             539                           0                             0                             1                             0                             0                             0                             1                             652                           
St. Andrews 9                 1369                          4                             4                             0                             0                             0                             0                             8                             30                            17                            11                            0                             0                             0                             58                            233                           390                           184                           0                             0                             0                             807                           0                             0                             0                             0                             0                             0                             0                             873                           
St. Andrews 10                1215                          6                             6                             3                             0                             0                             0                             15                            114                           125                           54                            0                             0                             0                             293                           121                           270                           150                           0                             0                             0                             541                           0                             0                             0                             0                             0                             0                             0                             849                           
St. Andrews 11                969                           9                             0                             2                             0                             0                             0                             11                            94                            208                           126                           0                             0                             0                             428                           46                            176                           130                           0                             0                             0                             352                           0                             0                             0                             0                             0                             0                             0                             791                           
St. Andrews 12                1084                          8                             0                             0                             0                             0                             0                             8                             125                           210                           143                           0                             0                             0                             478                           50                            212                           158                           0                             0                             0                             420                           0                             1                             0                             0                             0                             0                             1                             907                           
St. Andrews 13                1289                          3                             5                             1                             0                             0                             0                             9                             131                           179                           83                            0                             0                             0                             393                           110                           210                           139                           0                             0                             0                             459                           0                             0                             0                             0                             0                             0                             0                             861                           
St. Andrews 14                1487                          10                            3                             1                             0                             0                             0                             14                            151                           186                           97                            0                             0                             0                             434                           140                           295                           206                           0                             0                             0                             641                           0                             0                             0                             0                             0                             0                             0                             1089                          
St. Andrews 15                1610                          3                             5                             1                             0                             0                             0                             9                             46                            72                            28                            0                             0                             0                             146                           159                           435                           206                           0                             0                             0                             800                           0                             1                             1                             0                             0                             0                             2                             957                           
St. Andrews 16                1151                          6                             7                             0                             0                             0                             0                             13                            166                           181                           65                            0                             0                             0                             412                           72                            247                           123                           0                             0                             0                             442                           1                             1                             0                             0                             0                             0                             2                             869                           
St. Andrews 17                1806                          12                            10                            2                             0                             0                             0                             24                            216                           320                           179                           0                             0                             0                             715                           124                           305                           170                           0                             0                             0                             599                           1                             0                             0                             0                             0                             0                             1                             1339                          
St. Andrews 18                1946                          4                             11                            0                             0                             0                             0                             15                            113                           145                           39                            0                             0                             0                             297                           208                           556                           209                           0                             0                             0                             973                           2                             0                             2                             0                             0                             0                             4                             1289                          
ST. ANDREWS 19                358                           1                             1                             0                             0                             0                             0                             2                             5                             6                             7                             0                             0                             0                             18                            51                            103                           89                            0                             0                             0                             243                           0                             0                             0                             0                             0                             0                             0                             263                           
St. Andrews 20                2920                          6                             11                            4                             0                             0                             0                             21                            135                           326                           156                           0                             0                             0                             617                           215                           513                           371                           0                             0                             0                             1099                          0                             0                             0                             0                             0                             0                             0                             1737                          
St. Andrews 21                942                           7                             3                             0                             0                             0                             0                             10                            99                            106                           57                            0                             0                             0                             262                           83                            180                           82                            0                             0                             0                             345                           0                             1                             0                             0                             0                             0                             1                             618                           
