




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       38599                         11675                         2591                          2187                          19                            10                            0                             16482                         319                           183                           89                            0                             0                             0                             591                           17073                         

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  28 (Vote For 1)
                                                            REP Ashley Trantham                                                                                                                                                                                               DEM Ty Washington                                                                                                                                                                                                 Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
GREENVILLE 29                 2213                          9                             2                             2                             0                             0                             0                             13                            0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             13                            
CONESTEE                      2528                          690                           119                           93                            0                             0                             0                             902                           386                           257                           166                           0                             0                             0                             809                           3                             0                             0                             0                             0                             0                             3                             1714                          
DONALDSON                     1216                          43                            1                             4                             0                             0                             0                             48                            12                            5                             11                            0                             0                             0                             28                            0                             0                             0                             0                             0                             0                             0                             76                            
DUNKLIN                       2443                          1348                          78                            132                           0                             0                             0                             1558                          131                           34                            81                            0                             0                             0                             246                           0                             0                             3                             0                             0                             0                             3                             1807                          
FORK SHOALS                   2002                          1089                          93                            128                           0                             0                             0                             1310                          144                           48                            56                            0                             0                             0                             248                           3                             0                             0                             0                             0                             0                             3                             1561                          
NEELY FARMS                   3835                          1359                          216                           198                           0                             0                             0                             1773                          451                           279                           251                           0                             0                             0                             981                           1                             0                             0                             0                             0                             0                             1                             2755                          
PINEVIEW                      1301                          645                           61                            68                            0                             0                             0                             774                           103                           44                            39                            0                             0                             0                             186                           0                             1                             0                             0                             0                             0                             1                             961                           
RAINTREE                      3442                          1027                          254                           220                           0                             0                             0                             1501                          454                           294                           239                           0                             0                             0                             987                           1                             0                             0                             0                             0                             0                             1                             2489                          
REEDY FORK                    2404                          314                           57                            54                            0                             0                             0                             425                           79                            54                            31                            0                             0                             0                             164                           0                             0                             0                             0                             0                             0                             0                             589                           
WOODMONT                      2982                          25                            2                             0                             0                             0                             0                             27                            1                             1                             2                             0                             0                             0                             4                             0                             0                             0                             0                             0                             0                             0                             31                            
BAKER CREEK                   1498                          609                           46                            66                            0                             0                             0                             721                           121                           53                            68                            0                             0                             0                             242                           2                             0                             0                             0                             0                             0                             2                             965                           
LONG CREEK                    1888                          732                           127                           107                           0                             0                             0                             966                           261                           136                           120                           0                             0                             0                             517                           2                             0                             1                             0                             0                             0                             3                             1486                          
MOORE CREEK                   4095                          1186                          291                           228                           0                             0                             0                             1705                          597                           491                           324                           0                             0                             0                             1412                          2                             0                             1                             0                             0                             0                             3                             3120                          
RANCH CREEK                   2960                          670                           133                           109                           0                             0                             0                             912                           645                           393                           194                           0                             0                             0                             1232                          1                             1                             0                             0                             0                             0                             2                             2146                          
STANDING SPRINGS              1889                          619                           128                           104                           0                             0                             0                             851                           271                           164                           119                           0                             0                             0                             554                           0                             0                             0                             0                             0                             0                             0                             1405                          
VERDMONT                      2440                          839                           204                           195                           0                             0                             0                             1238                          245                           165                           176                           0                             0                             0                             586                           0                             0                             0                             0                             0                             0                             0                             1824                          
WARE PLACE                    2041                          1009                          97                            137                           0                             0                             0                             1243                          160                           66                            95                            0                             0                             0                             321                           2                             0                             0                             0                             0                             0                             2                             1566                          
Failsafe                      0                             0                             0                             0                             12                            0                             0                             12                            0                             0                             0                             8                             0                             0                             8                             0                             0                             0                             0                             0                             0                             0                             20                            
Provisional                   0                             0                             0                             0                             0                             11                            0                             11                            0                             0                             0                             0                             12                            0                             12                            0                             0                             0                             0                             0                             0                             0                             23                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       41177                         12213                         1909                          1845                          12                            11                            0                             15990                         4061                          2484                          1972                          8                             12                            0                             8537                          17                            2                             5                             0                             0                             0                             24                            24551                         

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  19 (Vote For 1)
                                                            REP Patrick B Haddon                                                                                                                                                                                              DEM Jevarus Howard                                                                                                                                                                                                Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
ALTAMONT FOREST               1356                          416                           98                            83                            0                             0                             0                             597                           95                            67                            87                            0                             0                             0                             249                           1                             0                             0                             0                             0                             0                             1                             847                           
BEREA                         1489                          353                           62                            70                            0                             0                             0                             485                           276                           98                            73                            0                             0                             0                             447                           0                             0                             0                             0                             0                             0                             0                             932                           
ENOREE                        3307                          957                           277                           200                           0                             0                             0                             1434                          418                           275                           278                           0                             0                             0                             971                           1                             0                             0                             0                             0                             0                             1                             2406                          
FURMAN                        2953                          295                           115                           146                           0                             0                             0                             556                           95                            89                            145                           0                             0                             0                             329                           2                             0                             0                             0                             0                             0                             2                             887                           
LAKEVIEW                      2770                          545                           120                           62                            0                             0                             0                             727                           336                           164                           129                           0                             0                             0                             629                           1                             0                             0                             0                             0                             0                             1                             1357                          
LEAWOOD                       2587                          517                           97                            83                            0                             0                             0                             697                           184                           85                            105                           0                             0                             0                             374                           0                             1                             0                             0                             0                             0                             1                             1072                          
MONAVIEW                      2379                          394                           67                            70                            0                             0                             0                             531                           310                           133                           78                            0                             0                             0                             521                           1                             0                             0                             0                             0                             0                             1                             1053                          
PARIS MOUNTAIN                1459                          497                           95                            108                           0                             0                             0                             700                           121                           71                            111                           0                             0                             0                             303                           0                             0                             0                             0                             0                             0                             0                             1003                          
POINSETT                      3133                          904                           288                           153                           0                             0                             0                             1345                          375                           249                           206                           0                             0                             0                             830                           3                             0                             0                             0                             0                             0                             3                             2178                          
SALUDA                        1563                          529                           88                            63                            0                             0                             0                             680                           242                           112                           108                           0                             0                             0                             462                           0                             0                             0                             0                             0                             0                             0                             1142                          
SULPHUR SPRINGS               2397                          801                           178                           123                           0                             0                             0                             1102                          290                           128                           107                           0                             0                             0                             525                           0                             0                             0                             0                             0                             0                             0                             1627                          
WESTCLIFFE                    1894                          259                           72                            37                            0                             0                             0                             368                           88                            45                            50                            0                             0                             0                             183                           0                             0                             0                             0                             0                             0                             0                             551                           
WESTSIDE                      2261                          402                           65                            58                            0                             0                             0                             525                           226                           84                            64                            0                             0                             0                             374                           2                             0                             0                             0                             0                             0                             2                             901                           
Failsafe                      0                             0                             0                             0                             17                            0                             0                             17                            0                             0                             0                             18                            0                             0                             18                            0                             0                             0                             0                             0                             0                             0                             35                            
Provisional                   0                             0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             0                             0                             0                             6                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       29548                         6869                          1622                          1256                          17                            3                             0                             9767                          3056                          1600                          1541                          18                            3                             0                             6218                          11                            1                             0                             0                             0                             0                             12                            15997                         

                                                                                                                                                                                                                                                                                                                                            State  House of Representatives, District  20 (Vote For 1)
                                                            REP Adam Morgan                                                                                                                                                                                                   DEM Stephen Dreyfus                                                                                                                                                                                               Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
AVON                          1723                          701                           103                           83                            0                             0                             0                             887                           205                           94                            91                            0                             0                             0                             390                           0                             0                             0                             0                             0                             0                             0                             1277                          
BOILING SPRINGS               2279                          834                           122                           160                           0                             0                             0                             1116                          280                           117                           161                           0                             0                             0                             558                           0                             0                             0                             0                             0                             0                             0                             1674                          
BROOKGLENN                    1333                          421                           69                            58                            0                             0                             0                             548                           197                           62                            59                            0                             0                             0                             318                           0                             0                             0                             0                             0                             0                             0                             866                           
DARBY RIDGE                   2881                          631                           132                           99                            0                             0                             0                             862                           114                           60                            78                            0                             0                             0                             252                           0                             0                             0                             0                             0                             0                             0                             1114                          
DEL NORTE                     2615                          717                           145                           147                           0                             0                             0                             1009                          320                           179                           183                           0                             0                             0                             682                           4                             0                             0                             0                             0                             0                             4                             1695                          
DEVENGER                      1959                          417                           94                            106                           0                             0                             0                             617                           96                            68                            114                           0                             0                             0                             278                           0                             0                             0                             0                             0                             0                             0                             895                           
EASTSIDE                      2618                          870                           154                           185                           0                             0                             0                             1209                          324                           147                           179                           0                             0                             0                             650                           0                             0                             0                             0                             0                             0                             0                             1859                          
EDWARDS FOREST                2469                          880                           164                           146                           0                             0                             0                             1190                          271                           142                           142                           0                             0                             0                             555                           2                             0                             1                             0                             0                             0                             3                             1748                          
MOUNTAIN CREEK                2366                          1014                          174                           188                           0                             0                             0                             1376                          211                           83                            132                           0                             0                             0                             426                           0                             0                             0                             0                             0                             0                             0                             1802                          
NORTHWOOD                     2169                          808                           125                           130                           0                             0                             0                             1063                          252                           120                           142                           0                             0                             0                             514                           0                             0                             3                             0                             0                             0                             3                             1580                          
PARIS MOUNTAIN                1459                          88                            4                             12                            0                             0                             0                             104                           8                             8                             10                            0                             0                             0                             26                            0                             0                             0                             0                             0                             0                             0                             130                           
PEBBLE CREEK                  2290                          973                           148                           115                           0                             0                             0                             1236                          183                           123                           148                           0                             0                             0                             454                           1                             1                             0                             0                             0                             0                             2                             1692                          
SEVIER                        2722                          1022                          185                           180                           0                             0                             0                             1387                          265                           168                           161                           0                             0                             0                             594                           1                             0                             0                             0                             0                             0                             1                             1982                          
SILVERLEAF                    2429                          211                           32                            28                            0                             0                             0                             271                           47                            33                            30                            0                             0                             0                             110                           0                             0                             0                             0                             0                             0                             0                             381                           
STONE VALLEY                  2616                          266                           54                            32                            0                             0                             0                             352                           114                           53                            72                            0                             0                             0                             239                           0                             0                             0                             0                             0                             0                             0                             591                           
TAYLORS                       2435                          345                           56                            50                            0                             0                             0                             451                           254                           102                           93                            0                             0                             0                             449                           0                             0                             0                             0                             0                             0                             0                             900                           
