




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
LAKEVIEW                      2770                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             2                             1                             0                             0                             0                             0                             3                             431                           99                            41                            0                             0                             0                             571                           1                             0                             0                             0                             0                             0                             1                             5                             0                             0                             0                             0                             0                             5                             334                           131                           86                            0                             0                             0                             551                           1131                          
LAUREL RIDGE                  2570                          2                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             0                             0                             1                             1                             0                             0                             0                             0                             2                             727                           152                           81                            0                             0                             0                             960                           0                             0                             0                             0                             0                             0                             0                             5                             1                             0                             0                             0                             0                             6                             180                           104                           63                            0                             0                             0                             347                           1317                          
LEAWOOD                       2587                          1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             475                           84                            57                            0                             0                             0                             616                           1                             0                             0                             0                             0                             0                             1                             7                             0                             0                             0                             0                             0                             7                             246                           111                           61                            0                             0                             0                             418                           1045                          
MAPLE CREEK                   2284                          0                             0                             1                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             576                           101                           49                            0                             0                             0                             726                           0                             0                             0                             0                             0                             0                             0                             4                             0                             0                             0                             0                             0                             4                             224                           82                            44                            0                             0                             0                             350                           1081                          
MARIDELL                      2015                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             719                           122                           65                            0                             0                             0                             906                           0                             0                             0                             0                             0                             0                             0                             2                             1                             0                             0                             0                             0                             3                             78                            40                            41                            0                             0                             0                             159                           1069                          
MAULDIN 1                     2215                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             2                             329                           81                            58                            0                             0                             0                             468                           0                             0                             0                             0                             0                             0                             0                             2                             1                             0                             0                             0                             0                             3                             165                           154                           63                            0                             0                             0                             382                           855                           
MAULDIN 2                     4332                          1                             0                             3                             0                             0                             0                             4                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             824                           132                           120                           0                             0                             0                             1076                          0                             0                             0                             0                             0                             0                             0                             8                             0                             0                             0                             0                             0                             8                             323                           241                           116                           0                             0                             0                             680                           1769                          
MAULDIN 3                     2631                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             385                           67                            47                            0                             0                             0                             499                           0                             0                             0                             0                             0                             0                             0                             3                             0                             0                             0                             0                             0                             3                             361                           200                           121                           0                             0                             0                             682                           1185                          
MAULDIN 4                     3501                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             1                             728                           138                           118                           0                             0                             0                             984                           0                             0                             0                             0                             0                             0                             0                             6                             0                             1                             0                             0                             0                             7                             322                           167                           110                           0                             0                             0                             599                           1591                          
MAULDIN 5                     3471                          0                             0                             1                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             478                           93                            86                            0                             0                             0                             657                           0                             0                             0                             0                             0                             0                             0                             2                             1                             2                             0                             0                             0                             5                             277                           202                           81                            0                             0                             0                             560                           1223                          
MAULDIN 6                     2308                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             443                           85                            70                            0                             0                             0                             598                           0                             0                             0                             0                             0                             0                             0                             6                             0                             1                             0                             0                             0                             7                             233                           128                           106                           0                             0                             0                             467                           1073                          
MAULDIN 7                     2016                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             1                             442                           85                            54                            0                             0                             0                             581                           0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             138                           110                           62                            0                             0                             0                             310                           894                           
MISSION                       2611                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             537                           119                           166                           0                             0                             0                             822                           0                             0                             0                             0                             0                             0                             0                             2                             1                             0                             0                             0                             0                             3                             136                           98                            90                            0                             0                             0                             324                           1149                          
MONAVIEW                      2379                          1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             305                           48                            50                            0                             0                             0                             403                           1                             0                             0                             0                             0                             0                             1                             6                             1                             1                             0                             0                             0                             8                             261                           101                           47                            0                             0                             0                             409                           823                           
MOUNTAIN CREEK                2366                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             683                           135                           98                            0                             0                             0                             916                           0                             0                             0                             0                             0                             0                             0                             4                             0                             1                             0                             0                             0                             5                             96                            47                            39                            0                             0                             0                             182                           1105                          
MOUNTAIN VIEW                 2360                          1                             0                             1                             0                             0                             0                             2                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             1                             942                           148                           59                            0                             0                             0                             1149                          0                             0                             0                             0                             0                             0                             0                             5                             0                             0                             0                             0                             0                             5                             65                            29                            30                            0                             0                             0                             124                           1281                          
NEELY FARMS                   3835                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             3                             0                             0                             0                             0                             0                             3                             907                           136                           95                            0                             0                             0                             1138                          1                             0                             0                             0                             0                             0                             1                             10                            0                             0                             0                             0                             0                             10                            294                           180                           99                            0                             0                             0                             573                           1725                          
NORTHWOOD                     2169                          1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             551                           100                           64                            0                             0                             0                             715                           0                             0                             0                             0                             0                             0                             0                             2                             1                             0                             0                             0                             0                             3                             161                           78                            52                            0                             0                             0                             291                           1010                          
OAKVIEW                       3144                          1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             847                           123                           126                           0                             0                             0                             1096                          1                             0                             0                             0                             0                             0                             1                             3                             3                             0                             0                             0                             0                             6                             178                           108                           73                            0                             0                             0                             359                           1464                          
PALMETTO                      2190                          0                             0                             2                             0                             0                             0                             2                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             422                           66                            63                            0                             0                             0                             551                           0                             0                             0                             0                             0                             0                             0                             4                             0                             0                             0                             0                             0                             4                             228                           81                            54                            0                             0                             0                             363                           921                           
PARIS MOUNTAIN                1459                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             421                           80                            60                            0                             0                             0                             561                           0                             0                             0                             0                             0                             0                             0                             0                             1                             1                             0                             0                             0                             2                             61                            40                            44                            0                             0                             0                             145                           708                           
PEBBLE CREEK                  2290                          3                             0                             1                             0                             0                             0                             4                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             690                           111                           65                            0                             0                             0                             866                           1                             0                             0                             0                             0                             0                             1                             5                             0                             0                             0                             0                             0                             5                             94                            76                            49                            0                             0                             0                             219                           1096                          
PELHAM FALLS                  1163                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             302                           33                            25                            0                             0                             0                             360                           0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             51                            19                            24                            0                             0                             0                             94                            454                           
PIEDMONT                      3051                          5                             0                             0                             0                             0                             0                             5                             10                            1                             0                             0                             0                             0                             11                            1                             0                             0                             0                             0                             0                             1                             775                           85                            68                            0                             0                             0                             928                           0                             0                             0                             0                             0                             0                             0                             9                             0                             0                             0                             0                             0                             9                             296                           143                           71                            0                             0                             0                             510                           1464                          
PINEVIEW                      1301                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             487                           46                            50                            0                             0                             0                             583                           0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             70                            34                            16                            0                             0                             0                             120                           707                           
POINSETT                      3133                          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             546                           217                           73                            0                             0                             0                             836                           0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             189                           154                           89                            0                             0                             0                             432                           1271                          
RAINTREE                      3442                          3                             0                             0                             0                             0                             0                             3                             0                             0                             0                             0                             0                             0                             0                             1                             0                             1                             0                             0                             0                             2                             752                           184                           112                           0                             0                             0                             1048                          0                             0                             0                             0                             0                             0                             0                             8                             0                             2                             0                             0                             0                             10                            327                           205                           102                           0                             0                             0                             634                           1697                          
REEDY FORK                    2404                          0                             0                             0                             0                             0                             0                             0                             10                            1                             3                             0                             0                             0                             14                            0                             1                             0                             0                             0                             0                             1                             555                           86                            58                            0                             0                             0                             699                           0                             0                             0                             0                             0                             0                             0                             3                             1                             0                             0                             0                             0                             4                             359                           160                           80                            0                             0                             0                             599                           1317                          
RIVERWALK                     2687                          1                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             0                             0                             1                             0                             1                             0                             0                             0                             2                             665                           92                            94                            0                             0                             0                             851                           0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             136                           55                            49                            0                             0                             0                             240                           1095                          
