




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Johns Island 3B               1588                          370                           370                           20                            20                            359                           359                           0                             0                             749                           
Johns Island 4                1127                          259                           259                           13                            13                            178                           178                           1                             1                             451                           
St. Pauls 1                   809                           311                           311                           5                             5                             114                           114                           0                             0                             430                           
St. Pauls 2A                  858                           210                           210                           6                             6                             147                           147                           0                             0                             363                           
St. Pauls 2B                  1354                          327                           327                           20                            20                            221                           221                           0                             0                             568                           
St. Pauls 3                   1879                          256                           256                           17                            17                            590                           590                           0                             0                             863                           
St. Pauls 4                   1593                          508                           508                           18                            18                            154                           154                           0                             0                             680                           
St. Pauls 5                   1003                          195                           195                           9                             9                             210                           210                           0                             0                             414                           
St. Pauls 6                   1945                          303                           303                           19                            19                            478                           478                           0                             0                             800                           
St. Andrews 1                 689                           133                           133                           10                            10                            62                            62                            0                             0                             205                           
St. Andrews 2                 1231                          311                           311                           10                            10                            150                           150                           1                             1                             472                           
St. Andrews 3                 1354                          410                           410                           17                            17                            104                           104                           1                             1                             532                           
St. Andrews 4                 1433                          290                           290                           12                            12                            287                           287                           0                             0                             589                           
St. Andrews 5                 1231                          295                           295                           15                            15                            238                           238                           0                             0                             548                           
St. Andrews 6                 1211                          236                           236                           14                            14                            349                           349                           0                             0                             599                           
St. Andrews 7                 1642                          365                           365                           30                            30                            384                           384                           2                             2                             781                           
St. Andrews 8                 863                           221                           221                           10                            10                            46                            46                            1                             1                             278                           
St. Andrews 9                 1235                          394                           394                           21                            21                            38                            38                            1                             1                             454                           
St. Andrews 10                1113                          284                           284                           27                            27                            172                           172                           1                             1                             484                           
St. Andrews 11                931                           200                           200                           10                            10                            237                           237                           0                             0                             447                           
St. Andrews 12                1022                          222                           222                           21                            21                            254                           254                           0                             0                             497                           
St. Andrews 13                1182                          234                           234                           24                            24                            239                           239                           0                             0                             497                           
St. Andrews 14                1397                          338                           338                           27                            27                            279                           279                           1                             1                             645                           
St. Andrews 15                1343                          294                           294                           14                            14                            65                            65                            0                             0                             373                           
St. Andrews 16                1026                          227                           227                           12                            12                            205                           205                           1                             1                             445                           
St. Andrews 17                1617                          297                           297                           26                            26                            396                           396                           1                             1                             720                           
St. Andrews 18                1749                          471                           471                           18                            18                            138                           138                           1                             1                             628                           
ST. ANDREWS 19                319                           102                           102                           5                             5                             17                            17                            0                             0                             124                           
St. Andrews 20                2651                          436                           436                           21                            21                            288                           288                           2                             2                             747                           
St. Andrews 21                877                           184                           184                           9                             9                             156                           156                           1                             1                             350                           
St. Andrews 22                1142                          180                           180                           17                            17                            197                           197                           0                             0                             394                           
St. Andrews 23                1076                          184                           184                           8                             8                             109                           109                           0                             0                             301                           
St. Andrews 24                1275                          260                           260                           16                            16                            122                           122                           1                             1                             399                           
St. Andrews 25                1473                          270                           270                           12                            12                            107                           107                           2                             2                             391                           
St. Andrews 26                1340                          260                           260                           29                            29                            217                           217                           0                             0                             506                           
St. Andrews 27                4211                          832                           832                           47                            47                            654                           654                           1                             1                             1534                          
St. Andrews 28                2852                          430                           430                           27                            27                            332                           332                           1                             1                             790                           
St. Andrews 29                3277                          573                           573                           29                            29                            531                           531                           0                             0                             1133                          
St. Andrews 30                2120                          305                           305                           15                            15                            228                           228                           0                             0                             548                           
St. Andrews 31                1163                          191                           191                           9                             9                             210                           210                           0                             0                             410                           
St. Andrews 32                1135                          230                           230                           25                            25                            273                           273                           0                             0                             528                           
St. Andrews 33                700                           95                            95                            11                            11                            168                           168                           0                             0                             274                           
St. Andrews 34                2301                          341                           341                           18                            18                            510                           510                           0                             0                             869                           
St. Andrews 35                1761                          267                           267                           31                            31                            456                           456                           0                             0                             754                           
St. Andrews 36                1605                          288                           288                           32                            32                            384                           384                           0                             0                             704                           
St. Andrews 37                3969                          578                           578                           30                            30                            595                           595                           2                             2                             1205                          
North Charleston 1            824                           251                           251                           13                            13                            7                             7                             0                             0                             271                           
North Charleston 2            465                           110                           110                           7                             7                             7                             7                             0                             0                             124                           
North Charleston 3            1202                          214                           214                           25                            25                            320                           320                           0                             0                             559                           
North Charleston 4            1129                          355                           355                           15                            15                            40                            40                            0                             0                             410                           
North Charleston 5            1606                          441                           441                           4                             4                             39                            39                            1                             1                             485                           
North Charleston 6            1256                          395                           395                           8                             8                             16                            16                            0                             0                             419                           
North Charleston 7            1379                          289                           289                           16                            16                            31                            31                            0                             0                             336                           
North Charleston 8            905                           204                           204                           18                            18                            108                           108                           0                             0                             330                           
North Charleston 9            1468                          347                           347                           28                            28                            154                           154                           0                             0                             529                           
North Charleston 10           1280                          305                           305                           19                            19                            79                            79                            0                             0                             403                           
North Charleston 11           880                           199                           199                           15                            15                            128                           128                           0                             0                             342                           
North Charleston 12           921                           209                           209                           14                            14                            171                           171                           0                             0                             394                           
North Charleston 13           828                           184                           184                           9                             9                             30                            30                            0                             0                             223                           
North Charleston 14           600                           164                           164                           3                             3                             63                            63                            0                             0                             230                           
North Charleston 15           1230                          297                           297                           14                            14                            48                            48                            0                             0                             359                           
North Charleston 16           913                           227                           227                           6                             6                             59                            59                            0                             0                             292                           
North Charleston 17           768                           153                           153                           5                             5                             15                            15                            0                             0                             173                           
North Charleston 18           1618                          398                           398                           24                            24                            120                           120                           0                             0                             542                           
North Charleston 19           993                           278                           278                           11                            11                            51                            51                            0                             0                             340                           
North Charleston 20           724                           158                           158                           11                            11                            144                           144                           0                             0                             313                           
North Charleston 21           1270                          281                           281                           18                            18                            120                           120                           1                             1                             420                           
North Charleston 22           1352                          335                           335                           17                            17                            121                           121                           0                             0                             473                           
North Charleston 23           1931                          433                           433                           31                            31                            249                           249                           0                             0                             713                           
North Charleston 24           2446                          597                           597                           25                            25                            158                           158                           0                             0                             780                           
North Charleston 25           620                           205                           205                           8                             8                             30                            30                            0                             0                             243                           
North Charleston 26           398                           115                           115                           5                             5                             24                            24                            0                             0                             144                           
North Charleston 27           1005                          234                           234                           11                            11                            68                            68                            0                             0                             313                           
North Charleston 28           782                           180                           180                           7                             7                             25                            25                            0                             0                             212                           
North Charleston 29           798                           180                           180                           14                            14                            82                            82                            0                             0                             276                           
North Charleston 30           1745                          517                           517                           20                            20                            154                           154                           1                             1                             692                           
Absentee                      0                             23275                         23275                         887                           887                           15191                         15191                         30                            30                            39383                         
Emergency                     0                             51                            51                            0                             0                             5                             5                             0                             0                             56                            
Failsafe                      0                             184                           184                           9                             9                             41                            41                            0                             0                             234                           
Provisional                   0                             98                            98                            4                             4                             69                            69                            1                             1                             172                           
Failsafe/Provisional          0                             81                            81                            8                             8                             62                            62                            0                             0                             151                           
Totals:                       273479                        79851                         79851                         4177                          4177                          62516                         62516                         93                            93                            146637                        

                                                                             Comptroller General (Vote For 1)
                                                            Richard Eckstrom                                            Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Awendaw                       1314                          326                           326                           7                             7                             333                           
Christ Church                 912                           230                           230                           3                             3                             233                           
Isle Of Palms 1A              1042                          392                           392                           2                             2                             394                           
Isle of Palms 1B              1408                          536                           536                           7                             7                             543                           
Isle of Palms 1C              1622                          626                           626                           7                             7                             633                           
Sullivans Island              1648                          622                           622                           16                            16                            638                           
McClellanville                1568                          310                           310                           3                             3                             313                           
Deer Park 1A                  1313                          178                           178                           14                            14                            192                           
Deer Park 1B                  3078                          447                           447                           26                            26                            473                           
Deer Park 2A                  2782                          490                           490                           17                            17                            507                           
Deer Park 2B                  1900                          293                           293                           18                            18                            311                           
Deer Park 2C                  1010                          237                           237                           7                             7                             244                           
Deer Park 3                   1921                          360                           360                           24                            24                            384                           
Lincolnville                  1744                          396                           396                           13                            13                            409                           
Ladson                        2808                          439                           439                           19                            19                            458                           
Edisto Island                 1491                          439                           439                           5                             5                             444                           
Wadmalaw Island 1             1056                          297                           297                           7                             7                             304                           
Wadmalaw Island 2             1115                          250                           250                           3                             3                             253                           
Kiawah Island                 1771                          707                           707                           6                             6                             713                           
Town of Seabrook              2079                          860                           860                           7                             7                             867                           
Folly Beach 1                 1011                          361                           361                           11                            11                            372                           
Folly Beach 2                 1237                          445                           445                           16                            16                            461                           
Charleston 1                  798                           327                           327                           1                             1                             328                           
Charleston 2                  948                           315                           315                           3                             3                             318                           
Charleston 3                  1054                          361                           361                           8                             8                             369                           
Charleston 4                  936                           230                           230                           12                            12                            242                           
Charleston 5                  942                           251                           251                           13                            13                            264                           
Charleston 6                  1293                          271                           271                           14                            14                            285                           
Charleston 7                  1404                          244                           244                           18                            18                            262                           
Charleston 8                  1148                          137                           137                           18                            18                            155                           
Charleston 9                  960                           155                           155                           17                            17                            172                           
Charleston 10                 848                           90                            90                            6                             6                             96                            
Charleston 11                 1575                          272                           272                           14                            14                            286                           
Charleston 12                 1373                          229                           229                           19                            19                            248                           
Charleston 13                 1202                          181                           181                           20                            20                            201                           
Charleston 14                 1124                          142                           142                           14                            14                            156                           
Charleston 15                 1304                          93                            93                            11                            11                            104                           
Charleston 16                 1180                          187                           187                           26                            26                            213                           
Charleston 17                 1228                          181                           181                           14                            14                            195                           
Charleston 18                 1434                          152                           152                           21                            21                            173                           
Charleston 19                 803                           95                            95                            10                            10                            105                           
Charleston 20                 1294                          254                           254                           22                            22                            276                           
Charleston 21                 718                           64                            64                            6                             6                             70                            
Mt. Pleasant 1                1497                          597                           597                           8                             8                             605                           
Mt. Pleasant 2                1199                          331                           331                           12                            12                            343                           
Mt. Pleasant 3                1651                          425                           425                           13                            13                            438                           
Mt. Pleasant 4                1592                          484                           484                           8                             8                             492                           
Mt. Pleasant 5                1338                          504                           504                           7                             7                             511                           
Mt. Pleasant 6                2075                          550                           550                           19                            19                            569                           
Mt. Pleasant 7                994                           273                           273                           9                             9                             282                           
Mt. Pleasant 8                907                           269                           269                           3                             3                             272                           
Mt. Pleasant 9                1082                          305                           305                           5                             5                             310                           
Mt. Pleasant 10               1009                          311                           311                           0                             0                             311                           
Mt. Pleasant 11               1193                          320                           320                           16                            16                            336                           
Mt. Pleasant 12               2214                          522                           522                           11                            11                            533                           
Mt. Pleasant 13               1212                          321                           321                           8                             8                             329                           
Mt. Pleasant 14               1496                          412                           412                           16                            16                            428                           
Mt. Pleasant 15               2398                          733                           733                           15                            15                            748                           
Mt. Pleasant 16               777                           312                           312                           1                             1                             313                           
Mt. Pleasant 17               2998                          813                           813                           20                            20                            833                           
Mt. Pleasant 18               1201                          491                           491                           6                             6                             497                           
Mt. Pleasant 19               2039                          559                           559                           21                            21                            580                           
Mt. Pleasant 20               1482                          364                           364                           5                             5                             369                           
Mt. Pleasant 21               1722                          345                           345                           6                             6                             351                           
Mt. Pleasant 22               1469                          469                           469                           9                             9                             478                           
Mt. Pleasant 23               1815                          472                           472                           7                             7                             479                           
Mt. Pleasant 24               826                           247                           247                           5                             5                             252                           
Mt. Pleasant 25               1058                          271                           271                           3                             3                             274                           
Mt. Pleasant 26               570                           45                            45                            5                             5                             50                            
Mt. Pleasant 27               2811                          1002                          1002                          15                            15                            1017                          
Mt. Pleasant 28               1206                          422                           422                           13                            13                            435                           
Mt. Pleasant 29               350                           118                           118                           1                             1                             119                           
Mt. Pleasant 30               2053                          861                           861                           12                            12                            873                           
Mt. Pleasant 31               1467                          412                           412                           2                             2                             414                           
Mt. Pleasant 32               2811                          975                           975                           15                            15                            990                           
Mt. Pleasant 33               4121                          1457                          1457                          19                            19                            1476                          
Mt. Pleasant 34               1716                          494                           494                           6                             6                             500                           
Mt. Pleasant 35               4811                          1467                          1467                          23                            23                            1490                          
Mt. Pleasant 36               1816                          521                           521                           19                            19                            540                           
Mt. Pleasant 37               3581                          959                           959                           25                            25                            984                           
Mt. Pleasant 38               1731                          446                           446                           11                            11                            457                           
Mt. Pleasant 39               2941                          993                           993                           15                            15                            1008                          
James Island 1A               2035                          504                           504                           19                            19                            523                           
