




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Deer Park 2B                  1900                          224                           224                           132                           132                           0                             0                             356                           
Deer Park 2C                  1010                          149                           149                           84                            84                            1                             1                             234                           
Deer Park 3                   1921                          330                           330                           153                           153                           1                             1                             484                           
Lincolnville                  1744                          267                           267                           133                           133                           1                             1                             401                           
Ladson                        2808                          352                           352                           179                           179                           1                             1                             532                           
Charleston 15                 1304                          2                             2                             1                             1                             0                             0                             3                             
Charleston 19                 803                           12                            12                            3                             3                             0                             0                             15                            
Charleston 20                 1294                          4                             4                             4                             4                             0                             0                             8                             
Charleston 21                 718                           108                           108                           41                            41                            0                             0                             149                           
North Charleston 1            824                           125                           125                           45                            45                            0                             0                             170                           
North Charleston 2            465                           49                            49                            22                            22                            0                             0                             71                            
North Charleston 3            1202                          156                           156                           169                           169                           0                             0                             325                           
North Charleston 4            1129                          189                           189                           65                            65                            0                             0                             254                           
North Charleston 5            1606                          226                           226                           81                            81                            0                             0                             307                           
North Charleston 6            1256                          152                           152                           68                            68                            2                             2                             222                           
North Charleston 7            1379                          129                           129                           43                            43                            0                             0                             172                           
North Charleston 8            905                           117                           117                           72                            72                            1                             1                             190                           
North Charleston 9            1468                          184                           184                           140                           140                           1                             1                             325                           
North Charleston 10           1280                          156                           156                           84                            84                            1                             1                             241                           
North Charleston 11           880                           104                           104                           107                           107                           1                             1                             212                           
North Charleston 12           921                           127                           127                           103                           103                           3                             3                             233                           
North Charleston 13           828                           72                            72                            60                            60                            1                             1                             133                           
North Charleston 14           600                           79                            79                            48                            48                            1                             1                             128                           
North Charleston 15           1230                          116                           116                           63                            63                            2                             2                             181                           
North Charleston 16           913                           86                            86                            71                            71                            1                             1                             158                           
North Charleston 17           768                           75                            75                            36                            36                            0                             0                             111                           
North Charleston 18           1618                          233                           233                           119                           119                           4                             4                             356                           
North Charleston 19           993                           175                           175                           56                            56                            2                             2                             233                           
North Charleston 20           724                           100                           100                           84                            84                            3                             3                             187                           
North Charleston 21           1270                          172                           172                           80                            80                            0                             0                             252                           
North Charleston 22           1352                          210                           210                           96                            96                            0                             0                             306                           
North Charleston 23           1931                          291                           291                           149                           149                           0                             0                             440                           
North Charleston 24           2446                          371                           371                           139                           139                           1                             1                             511                           
North Charleston 25           620                           87                            87                            42                            42                            0                             0                             129                           
North Charleston 26           398                           54                            54                            29                            29                            1                             1                             84                            
North Charleston 27           1005                          145                           145                           65                            65                            1                             1                             211                           
North Charleston 28           782                           121                           121                           29                            29                            0                             0                             150                           
North Charleston 29           798                           121                           121                           75                            75                            1                             1                             197                           
North Charleston 30           1745                          306                           306                           119                           119                           3                             3                             428                           
Absentee                      0                             1955                          1955                          975                           975                           11                            11                            2941                          
Emergency                     0                             14                            14                            7                             7                             0                             0                             21                            
Failsafe                      0                             64                            64                            18                            18                            0                             0                             82                            
Provisional                   0                             7                             7                             0                             0                             0                             0                             7                             
Totals:                       54011                         8791                          8791                          4517                          4517                          49                            49                            13357                         

                                                                                                                                                                                                                                   Con SB St Johns District 9 (Vote For 4)
                                                            Renea Brown Bligen                                          Leon Stoney Green                                           Tamy Lockhart                                               Karen Simmons                                               Monica Smith                                                Aaron White                                                 Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Wadmalaw Island 1             1056                          197                           197                           166                           166                           150                           150                           194                           194                           223                           223                           184                           184                           2                             2                             1116                          
Wadmalaw Island 2             1115                          227                           227                           165                           165                           106                           106                           192                           192                           243                           243                           224                           224                           0                             0                             1157                          
Kiawah Island                 1771                          255                           255                           220                           220                           289                           289                           345                           345                           280                           280                           230                           230                           2                             2                             1621                          
Town of Seabrook              2079                          342                           342                           327                           327                           396                           396                           473                           473                           397                           397                           298                           298                           1                             1                             2234                          
Johns Island 1A               1846                          170                           170                           154                           154                           149                           149                           185                           185                           162                           162                           162                           162                           1                             1                             983                           
Johns Island 1B               1899                          193                           193                           173                           173                           144                           144                           211                           211                           202                           202                           166                           166                           1                             1                             1090                          
Johns Island 2                4615                          417                           417                           367                           367                           471                           471                           528                           528                           458                           458                           393                           393                           20                            20                            2654                          
Johns Island 3A               3026                          459                           459                           360                           360                           480                           480                           577                           577                           481                           481                           426                           426                           16                            16                            2799                          
Johns Island 3B               1588                          232                           232                           205                           205                           208                           208                           242                           242                           237                           237                           182                           182                           4                             4                             1310                          
Johns Island 4                1127                          153                           153                           131                           131                           131                           131                           177                           177                           150                           150                           132                           132                           6                             6                             880                           
Absentee                      0                             990                           990                           871                           871                           831                           831                           1110                          1110                          1011                          1011                          783                           783                           17                            17                            5613                          
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             0                             0                             2                             2                             1                             1                             1                             1                             2                             2                             1                             1                             0                             0                             7                             
Provisional                   0                             4                             4                             3                             3                             6                             6                             6                             6                             1                             1                             4                             4                             0                             0                             24                            
Totals:                       20122                         3639                          3639                          3144                          3144                          3362                          3362                          4241                          4241                          3847                          3847                          3185                          3185                          70                            70                            21488                         

                                                                                                                                                                                                                                   Con SB St Andrews District 10 (Vote For 3)
                                                            Cullen Baney                                                David Bell                                                  Daron Lee Calhoun II                                        Rodney L Lewis                                              Christopher Mahon                                           Lisa Niemeyer                                               Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
St. Andrews 1                 689                           30                            30                            60                            60                            25                            25                            54                            54                            25                            25                            67                            67                            1                             1                             262                           
St. Andrews 2                 1231                          72                            72                            138                           138                           54                            54                            92                            92                            54                            54                            156                           156                           3                             3                             569                           
St. Andrews 3                 1354                          94                            94                            158                           158                           74                            74                            242                           242                           65                            65                            133                           133                           9                             9                             775                           
St. Andrews 4                 1433                          95                            95                            161                           161                           90                            90                            122                           122                           99                            99                            182                           182                           5                             5                             754                           
St. Andrews 5                 1231                          91                            91                            166                           166                           61                            61                            112                           112                           73                            73                            161                           161                           2                             2                             666                           
St. Andrews 6                 1211                          107                           107                           207                           207                           67                            67                            144                           144                           122                           122                           199                           199                           4                             4                             850                           
St. Andrews 7                 1642                          134                           134                           258                           258                           84                            84                            191                           191                           146                           146                           271                           271                           6                             6                             1090                          
St. Andrews 8                 863                           41                            41                            75                            75                            23                            23                            94                            94                            31                            31                            60                            60                            1                             1                             325                           
St. Andrews 9                 1235                          59                            59                            141                           141                           66                            66                            215                           215                           35                            35                            91                            91                            7                             7                             614                           
St. Andrews 10                1113                          78                            78                            144                           144                           77                            77                            143                           143                           69                            69                            135                           135                           11                            11                            657                           
St. Andrews 11                931                           70                            70                            145                           145                           46                            46                            117                           117                           87                            87                            171                           171                           6                             6                             642                           
St. Andrews 12                1022                          76                            76                            162                           162                           71                            71                            117                           117                           94                            94                            171                           171                           4                             4                             695                           
St. Andrews 13                1182                          91                            91                            144                           144                           60                            60                            107                           107                           100                           100                           169                           169                           5                             5                             676                           
St. Andrews 14                1397                          114                           114                           218                           218                           100                           100                           192                           192                           103                           103                           201                           201                           11                            11                            939                           
St. Andrews 15                1343                          49                            49                            107                           107                           50                            50                            131                           131                           49                            49                            100                           100                           4                             4                             490                           
St. Andrews 16                1026                          91                            91                            142                           142                           72                            72                            127                           127                           87                            87                            157                           157                           10                            10                            686                           
St. Andrews 17                1617                          144                           144                           256                           256                           105                           105                           178                           178                           152                           152                           240                           240                           5                             5                             1080                          
St. Andrews 18                1749                          87                            87                            170                           170                           84                            84                            204                           204                           85                            85                            161                           161                           4                             4                             795                           
ST. ANDREWS 19                319                           19                            19                            44                            44                            26                            26                            65                            65                            12                            12                            42                            42                            1                             1                             209                           
St. Andrews 20                2651                          134                           134                           227                           227                           101                           101                           200                           200                           120                           120                           241                           241                           8                             8                             1031                          
St. Andrews 21                877                           64                            64                            109                           109                           50                            50                            102                           102                           65                            65                            128                           128                           5                             5                             523                           
St. Andrews 22                1142                          64                            64                            142                           142                           58                            58                            94                            94                            69                            69                            128                           128                           3                             3                             558                           
St. Andrews 23                1076                          60                            60                            97                            97                            54                            54                            79                            79                            60                            60                            98                            98                            0                             0                             448                           
St. Andrews 24                1275                          56                            56                            117                           117                           60                            60                            128                           128                           47                            47                            114                           114                           1                             1                             523                           
St. Andrews 25                1473                          70                            70                            122                           122                           71                            71                            144                           144                           59                            59                            124                           124                           9                             9                             599                           
St. Andrews 26                1340                          103                           103                           168                           168                           80                            80                            147                           147                           96                            96                            173                           173                           3                             3                             770                           
St. Andrews 27                4211                          284                           284                           502                           502                           240                           240                           420                           420                           292                           292                           523                           523                           10                            10                            2271                          
St. Andrews 28                2852                          137                           137                           272                           272                           113                           113                           219                           219                           125                           125                           258                           258                           1                             1                             1125                          
St. Andrews 29                3277                          215                           215                           371                           371                           158                           158                           300                           300                           231                           231                           410                           410                           8                             8                             1693                          
St. Andrews 30                2120                          90                            90                            163                           163                           66                            66                            137                           137                           91                            91                            189                           189                           6                             6                             742                           
St. Andrews 31                1163                          67                            67                            131                           131                           47                            47                            115                           115                           67                            67                            137                           137                           6                             6                             570                           
St. Andrews 32                1135                          134                           134                           202                           202                           78                            78                            154                           154                           115                           115                           182                           182                           5                             5                             870                           
St. Andrews 33                700                           52                            52                            82                            82                            31                            31                            70                            70                            53                            53                            96                            96                            1                             1                             385                           
St. Andrews 34                2301                          159                           159                           329                           329                           121                           121                           234                           234                           181                           181                           306                           306                           7                             7                             1337                          
St. Andrews 35                1761                          146                           146                           272                           272                           107                           107                           187                           187                           146                           146                           244                           244                           5                             5                             1107                          
St. Andrews 36                1605                          144                           144                           235                           235                           119                           119                           192                           192                           143                           143                           233                           233                           2                             2                             1068                          
St. Andrews 37                3969                          233                           233                           367                           367                           180                           180                           287                           287                           226                           226                           392                           392                           14                            14                            1699                          
Absentee                      0                             1362                          1362                          2829                          2829                          1140                          1140                          2830                          2830                          1398                          1398                          2714                          2714                          79                            79                            12352                         
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             8                             8                             13                            13                            8                             8                             16                            16                            11                            11                            17                            17                            0                             0                             73                            
Provisional                   0                             4                             4                             6                             6                             1                             1                             2                             2                             4                             4                             5                             5                             0                             0                             22                            
Totals:                       57516                         5128                          5128                          9652                          9652                          4118                          4118                          8704                          8704                          5087                          5087                          9579                          9579                          272                           272                           42540                         

                                                                                                                                                                                                                                   Con SB City of Charleston District 20 (Vote For 4)
                                                            Stefanya D'Allesandro                                       Regina Duggins                                              Barbara Graham-Holmes                                       Tony E Lewis                                                Louis Weinstein                                             Diana Yarborough                                            Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Charleston 1                  798                           92                            92                            66                            66                            102                           102                           87                            87                            80                            80                            128                           128                           1                             1                             556                           
