




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Provisional                   0                             18                            18                            17                            17                            1                             1                             36                            
Provisional 2                 0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe Provisional          0                             11                            11                            4                             4                             0                             0                             15                            
Totals:                       216092                        39156                         39156                         33671                         33671                         672                           672                           73499                         

                                                                             Board of Education Chair (Vote For 1)
                                                            Ken Richardson                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
ADRIAN                        1875                          606                           606                           6                             6                             612                           
ALLSBROOK                     647                           279                           279                           2                             2                             281                           
ATLANTIC BEACH                295                           11                            11                            3                             3                             14                            
AYNOR                         1556                          696                           696                           2                             2                             698                           
BAYBORO-GURLEY                1299                          411                           411                           3                             3                             414                           
BROOKSVILLE #1                3078                          1106                          1106                          16                            16                            1122                          
BROWNWAY                      1571                          628                           628                           5                             5                             633                           
BURGESS #1                    2276                          923                           923                           14                            14                            937                           
BURGESS #2                    3330                          1347                          1347                          18                            18                            1365                          
CAROLINA FOREST #1            2876                          917                           917                           18                            18                            935                           
CAROLINA FOREST #2            2108                          670                           670                           12                            12                            682                           
CEDAR GROVE                   767                           345                           345                           2                             2                             347                           
CHERRY GROVE #1               1775                          711                           711                           5                             5                             716                           
CHERRY GROVE #2               1981                          865                           865                           4                             4                             869                           
COASTAL CAROLINA              1597                          404                           404                           17                            17                            421                           
COASTAL LANE #1               973                           89                            89                            4                             4                             93                            
COASTAL LANE #2               1322                          185                           185                           12                            12                            197                           
COOL SPRINGS                  385                           179                           179                           0                             0                             179                           
CRESENT                       1785                          588                           588                           8                             8                             596                           
DAISY                         1222                          470                           470                           4                             4                             474                           
DEERFIELD                     2539                          951                           951                           17                            17                            968                           
DOGBLUFF                      974                           397                           397                           4                             4                             401                           
DOGWOOD                       1375                          417                           417                           5                             5                             422                           
DUNES #1                      2847                          1327                          1327                          18                            18                            1345                          
DUNES #2                      2016                          808                           808                           3                             3                             811                           
DUNES #3                      1060                          395                           395                           8                             8                             403                           
EAST CONWAY                   1224                          458                           458                           9                             9                             467                           
EAST LORIS                    2547                          849                           849                           20                            20                            869                           
EBENEZER                      2034                          844                           844                           4                             4                             848                           
EMERALD FOREST #1             2519                          702                           702                           21                            21                            723                           
EMERALD FOREST #2             3922                          1198                          1198                          29                            29                            1227                          
EMERALD FOREST #3             2524                          919                           919                           20                            20                            939                           
ENTERPRISE                    3594                          1257                          1257                          15                            15                            1272                          
FORESTBROOK                   3214                          1129                          1129                          16                            16                            1145                          
FOUR MILE                     1758                          609                           609                           9                             9                             618                           
GALLIVANTS FERRY              162                           72                            72                            0                             0                             72                            
GARDEN CITY #1                2019                          794                           794                           12                            12                            806                           
GARDEN CITY #2                1344                          603                           603                           4                             4                             607                           
GARDEN CITY #3                1836                          621                           621                           7                             7                             628                           
GARDEN CITY #4                1141                          424                           424                           3                             3                             427                           
GLENNS BAY                    2114                          758                           758                           12                            12                            770                           
GREEN SEA                     819                           324                           324                           2                             2                             326                           
HICKORY GROVE                 1453                          554                           554                           3                             3                             557                           
HICKORY HILL                  149                           77                            77                            0                             0                             77                            
HOMEWOOD                      1495                          486                           486                           1                             1                             487                           
HORRY                         1109                          487                           487                           3                             3                             490                           
INLAND                        340                           123                           123                           2                             2                             125                           
JACKSON BLUFF                 616                           228                           228                           4                             4                             232                           
JAMESTOWN                     3104                          865                           865                           16                            16                            881                           
JERIGANS CROSSROADS           638                           294                           294                           2                             2                             296                           
JET PORT #1                   1978                          574                           574                           9                             9                             583                           
JET PORT #2                   4998                          1503                          1503                          25                            25                            1528                          
JORDANVILLE                   485                           228                           228                           2                             2                             230                           
JOYNER SWAMP                  407                           185                           185                           2                             2                             187                           
JUNIPER BAY                   1743                          667                           667                           3                             3                             670                           
LAKE PARK #1                  2103                          603                           603                           20                            20                            623                           
LEON                          1669                          496                           496                           8                             8                             504                           
LITTLE RIVER #1               1601                          606                           606                           8                             8                             614                           
LITTLE RIVER #2               2908                          1059                          1059                          9                             9                             1068                          
LITTLE RIVER #3               2061                          897                           897                           6                             6                             903                           
LIVE OAK                      685                           252                           252                           8                             8                             260                           
MAPLE                         1360                          597                           597                           8                             8                             605                           
MARLOWE #1                    2311                          838                           838                           7                             7                             845                           
METHODIST-MILL SWAMP          676                           348                           348                           0                             0                             348                           
MT. OLIVE                     795                           296                           296                           1                             1                             297                           
MT. VERNON                    534                           238                           238                           2                             2                             240                           
MYRTLE TRACE                  1482                          500                           500                           6                             6                             506                           
MYRTLEWOOD #1                 1511                          398                           398                           8                             8                             406                           
MYRTLEWOOD #2                 1704                          608                           608                           10                            10                            618                           
MYRTLEWOOD #3                 1806                          739                           739                           9                             9                             748                           
NIXONS XROADS #1              1881                          661                           661                           10                            10                            671                           
NIXONS XROADS #2              2784                          864                           864                           13                            13                            877                           
NORTH CONWAY #1               1567                          471                           471                           11                            11                            482                           
NORTH CONWAY #2               1160                          450                           450                           8                             8                             458                           
OCEAN DRIVE #1                2204                          850                           850                           6                             6                             856                           
OCEAN DRIVE #2                3376                          1362                          1362                          4                             4                             1366                          
OCEAN FOREST #1               1623                          629                           629                           7                             7                             636                           
OCEAN FOREST #2               1764                          632                           632                           9                             9                             641                           
OCEAN FOREST #3               1124                          266                           266                           9                             9                             275                           
PALMETTO BAYS                 3598                          1291                          1291                          17                            17                            1308                          
PAWLEYS SWAMP                 542                           209                           209                           2                             2                             211                           
PLEASANT VIEW                 236                           101                           101                           1                             1                             102                           
POPLAR HILL                   763                           343                           343                           0                             0                             343                           
PORT HARRELSON                688                           50                            50                            1                             1                             51                            
RACEPATH #1                   1311                          277                           277                           8                             8                             285                           
RACEPATH #2                   1557                          111                           111                           7                             7                             118                           
RED BLUFF                     1018                          296                           296                           5                             5                             301                           
RED HILL #1                   1244                          308                           308                           2                             2                             310                           
RED HILL #2                   2317                          765                           765                           12                            12                            777                           
SALEM                         2081                          851                           851                           10                            10                            861                           
SEA OATS #1                   1895                          419                           419                           10                            10                            429                           
SEA OATS #2                   1524                          341                           341                           8                             8                             349                           
SEA WINDS                     3691                          1228                          1228                          23                            23                            1251                          
SHELL                         1163                          555                           555                           3                             3                             558                           
SOCASTEE #1                   3070                          953                           953                           15                            15                            968                           
SOCASTEE #2                   1524                          529                           529                           13                            13                            542                           
SOCASTEE #3                   3345                          1167                          1167                          23                            23                            1190                          
SOCASTEE #4                   4127                          1172                          1172                          37                            37                            1209                          
SPRING BRANCH                 326                           160                           160                           1                             1                             161                           
SURFSIDE #1                   2229                          868                           868                           13                            13                            881                           
SURFSIDE #2                   1069                          443                           443                           5                             5                             448                           
SURFSIDE #3                   2454                          914                           914                           12                            12                            926                           
SURFSIDE #4                   2630                          962                           962                           13                            13                            975                           
SWEET HOME                    1083                          298                           298                           5                             5                             303                           
TAYLORSVILLE                  288                           142                           142                           0                             0                             142                           
TILLY SWAMP                   1355                          607                           607                           7                             7                             614                           
TODDVILLE                     1396                          520                           520                           6                             6                             526                           
WAMPEE                        1703                          360                           360                           25                            25                            385                           
WEST CONWAY                   727                           212                           212                           9                             9                             221                           
WEST LORIS                    841                           137                           137                           3                             3                             140                           
WHITE OAK                     642                           273                           273                           2                             2                             275                           
WILD WING                     3078                          968                           968                           16                            16                            984                           
WINDY HILL #1                 1374                          516                           516                           5                             5                             521                           
WINDY HILL #2                 2468                          1069                          1069                          8                             8                             1077                          
BURGESS #3                    3287                          1366                          1366                          18                            18                            1384                          
MARLOWE #2                    3558                          1260                          1260                          16                            16                            1276                          
BURGESS #4                    1784                          707                           707                           6                             6                             713                           
MARLOWE #3                    1854                          627                           627                           13                            13                            640                           
BROOKSVILLE #2                1182                          451                           451                           2                             2                             453                           
CAROLINA BAYS                 2220                          818                           818                           6                             6                             824                           
NIXONS XROADS #3              1753                          685                           685                           7                             7                             692                           
RIVER OAKS                    2534                          841                           841                           10                            10                            851                           
LAKE PARK #2                  1364                          387                           387                           8                             8                             395                           
LAKE PARK #3                  1695                          562                           562                           7                             7                             569                           
Absentee                      0                             6748                          6748                          173                           173                           6921                          
Absentee 2                    0                             458                           458                           10                            10                            468                           
Emergency                     0                             234                           234                           4                             4                             238                           
Emergency 2                   0                             3                             3                             0                             0                             3                             
Failsafe                      0                             60                            60                            5                             5                             65                            
Failsafe 2                    0                             0                             0                             0                             0                             0                             
Provisional                   0                             39                            39                            0                             0                             39                            
Provisional 2                 0                             0                             0                             0                             0                             0                             
Failsafe Provisional          0                             13                            13                            1                             1                             14                            
Totals:                       216092                        82891                         82891                         1265                          1265                          84156                         

                                                                                                           Board of Education District 1 (Vote For 1)
                                                            Micah Paul Gore                                             Holly Heniford                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
ATLANTIC BEACH                295                           55                            55                            5                             5                             0                             0                             60                            
BROOKSVILLE #1                3078                          526                           526                           966                           966                           0                             0                             1492                          
CHERRY GROVE #1               1775                          201                           201                           664                           664                           0                             0                             865                           
CHERRY GROVE #2               1981                          317                           317                           794                           794                           1                             1                             1112                          
CRESENT                       1785                          249                           249                           509                           509                           2                             2                             760                           
LITTLE RIVER #1               1601                          241                           241                           556                           556                           1                             1                             798                           
LITTLE RIVER #2               2908                          391                           391                           964                           964                           0                             0                             1355                          
LITTLE RIVER #3               2061                          307                           307                           819                           819                           0                             0                             1126                          
NIXONS XROADS #1              1881                          29                            29                            94                            94                            0                             0                             123                           
OCEAN DRIVE #1                2204                          296                           296                           759                           759                           1                             1                             1056                          
OCEAN DRIVE #2                3376                          377                           377                           1266                          1266                          3                             3                             1646                          
WINDY HILL #1                 1374                          176                           176                           475                           475                           2                             2                             653                           
BROOKSVILLE #2                1182                          213                           213                           404                           404                           0                             0                             617                           
Absentee                      0                             414                           414                           884                           884                           1                             1                             1299                          
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             2                             2                             1                             1                             0                             0                             3                             
Provisional                   0                             0                             0                             3                             3                             0                             0                             3                             
Totals:                       25501                         3794                          3794                          9163                          9163                          11                            11                            12968                         

                                                                             Board of Education District 2 (Vote For 1)
                                                            Sherrie H Todd                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
CAROLINA FOREST #1            2876                          809                           809                           31                            31                            840                           
DUNES #1                      2847                          1324                          1324                          20                            20                            1344                          
DUNES #2                      2016                          804                           804                           5                             5                             809                           
DUNES #3                      1060                          397                           397                           8                             8                             405                           
EMERALD FOREST #3             2524                          920                           920                           21                            21                            941                           
MYRTLEWOOD #2                 1704                          602                           602                           13                            13                            615                           
MYRTLEWOOD #3                 1806                          734                           734                           11                            11                            745                           
OCEAN FOREST #1               1623                          618                           618                           8                             8                             626                           
OCEAN FOREST #2               1764                          613                           613                           17                            17                            630                           
OCEAN FOREST #3               1124                          267                           267                           8                             8                             275                           
TILLY SWAMP                   1355                          194                           194                           4                             4                             198                           
CAROLINA BAYS                 2220                          193                           193                           2                             2                             195                           
RIVER OAKS                    2534                          833                           833                           9                             9                             842                           
Absentee                      0                             700                           700                           18                            18                            718                           
Absentee 2                    0                             0                             0                             0                             0                             0                             
Emergency                     0                             3                             3                             0                             0                             3                             
Emergency 2                   0                             0                             0                             0                             0                             0                             
Failsafe                      0                             1                             1                             1                             1                             2                             
Failsafe 2                    0                             0                             0                             0                             0                             0                             
Provisional                   0                             2                             2                             0                             0                             2                             
Provisional 2                 0                             0                             0                             0                             0                             0                             
Totals:                       25453                         9014                          9014                          176                           176                           9190                          

                                                                             Board of Education District 3 (Vote For 1)
                                                            Ray H Winters                                               Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
CAROLINA FOREST #1            2876                          93                            93                            1                             1                             94                            
COASTAL LANE #1               973                           85                            85                            3                             3                             88                            
COASTAL LANE #2               1322                          183                           183                           13                            13                            196                           
EMERALD FOREST #1             2519                          573                           573                           16                            16                            589                           
EMERALD FOREST #2             3922                          1200                          1200                          22                            22                            1222                          
JET PORT #1                   1978                          340                           340                           4                             4                             344                           
JET PORT #2                   4998                          2                             2                             0                             0                             2                             
MYRTLEWOOD #1                 1511                          395                           395                           7                             7                             402                           
SEA OATS #1                   1895                          416                           416                           9                             9                             425                           
SEA OATS #2                   1524                          339                           339                           4                             4                             343                           
CAROLINA BAYS                 2220                          627                           627                           2                             2                             629                           
Absentee                      0                             302                           302                           13                            13                            315                           
Emergency                     0                             1                             1                             0                             0                             1                             
Failsafe                      0                             3                             3                             0                             0                             3                             
Provisional                   0                             5                             5                             0                             0                             5                             
Totals:                       25738                         4564                          4564                          94                            94                            4658                          

                                                                             Board of Education District 6 (Vote For 1)
                                                            Helen Mason Smith                                           Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
ENTERPRISE                    3594                          1018                          1018                          13                            13                            1031                          
