




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
ENTERPRISE                    4332                          158                           225                           74                            0                             0                             0                             457                           2                             3                             1                             0                             0                             0                             6                             463                           
JET PORT #1                   2774                          310                           211                           86                            0                             0                             0                             607                           3                             4                             3                             0                             0                             0                             10                            617                           
JET PORT #2                   6283                          1120                          1663                          689                           0                             0                             0                             3472                          13                            13                            4                             0                             0                             0                             30                            3502                          
MARLOWE #1                    2672                          656                           645                           245                           0                             0                             0                             1546                          6                             4                             2                             0                             0                             0                             12                            1558                          
SEA WINDS                     4733                          849                           845                           317                           0                             0                             0                             2011                          17                            13                            9                             0                             0                             0                             39                            2050                          
SOCASTEE #1                   3896                          54                            60                            38                            0                             0                             0                             152                           0                             1                             0                             0                             0                             0                             1                             153                           
SOCASTEE #4                   5264                          476                           477                           154                           0                             0                             0                             1107                          6                             7                             6                             0                             0                             0                             19                            1126                          
SURFSIDE #4                   3508                          784                           770                           334                           0                             0                             0                             1888                          10                            9                             4                             0                             0                             0                             23                            1911                          
BURGESS #3                    3896                          681                           999                           587                           0                             0                             0                             2267                          4                             11                            6                             0                             0                             0                             21                            2288                          
MARLOWE #2                    5140                          968                           1330                          730                           0                             0                             0                             3028                          11                            13                            14                            0                             0                             0                             38                            3066                          
MARLOWE #3                    2308                          571                           457                           201                           0                             0                             0                             1229                          6                             6                             2                             0                             0                             0                             14                            1243                          
Failsafe                      0                             0                             0                             0                             3                             0                             0                             3                             0                             0                             0                             1                             0                             0                             1                             4                             
Provisional                   0                             0                             0                             0                             0                             19                            0                             19                            0                             0                             0                             0                             0                             0                             0                             19                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       47975                         7456                          8248                          3758                          3                             19                            0                             19484                         89                            86                            58                            1                             0                             0                             234                           19718                         

                                                                                                                                                                                                                                   Board of Education District 5 (Vote For 1)
                                                            REP Howard Barnard                                                                                                                                                                                                Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
BURGESS #1                    2748                          589                           629                           302                           0                             0                             0                             1520                          5                             5                             7                             0                             0                             0                             17                            1537                          
BURGESS #2                    4121                          838                           1134                          448                           0                             0                             0                             2420                          6                             5                             4                             0                             0                             0                             15                            2435                          
GARDEN CITY #1                2370                          713                           430                           144                           0                             0                             0                             1287                          7                             8                             3                             0                             0                             0                             18                            1305                          
GARDEN CITY #2                1589                          565                           316                           112                           0                             0                             0                             993                           4                             13                            4                             0                             0                             0                             21                            1014                          
GARDEN CITY #3                2242                          451                           427                           224                           0                             0                             0                             1102                          6                             2                             1                             0                             0                             0                             9                             1111                          
GARDEN CITY #4                1448                          255                           273                           112                           0                             0                             0                             640                           0                             1                             2                             0                             0                             0                             3                             643                           
GLENNS BAY                    2534                          581                           562                           139                           0                             0                             0                             1282                          8                             6                             4                             0                             0                             0                             18                            1300                          
SEA WINDS                     4733                          23                            29                            3                             0                             0                             0                             55                            0                             0                             0                             0                             0                             0                             0                             55                            
SURFSIDE #1                   2820                          862                           424                           161                           0                             0                             0                             1447                          8                             7                             5                             0                             0                             0                             20                            1467                          
SURFSIDE #2                   1266                          462                           189                           64                            0                             0                             0                             715                           8                             1                             1                             0                             0                             0                             10                            725                           
SURFSIDE #3                   3017                          706                           655                           281                           0                             0                             0                             1642                          8                             4                             3                             0                             0                             0                             15                            1657                          
BURGESS #4                    2102                          525                           525                           210                           0                             0                             0                             1260                          4                             3                             5                             0                             0                             0                             12                            1272                          
Failsafe                      0                             0                             0                             0                             3                             0                             0                             3                             0                             0                             0                             0                             0                             0                             0                             3                             
Provisional                   0                             0                             0                             0                             0                             19                            0                             19                            0                             0                             0                             0                             0                             0                             0                             19                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       30990                         6570                          5593                          2200                          3                             19                            0                             14385                         64                            55                            39                            0                             0                             0                             158                           14543                         

                                                                                                                                                                                                                                   Board of Education District 8 (Vote For 1)
                                                            REP John R Poston                                                                                                                                                                                                 Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
CAROLINA FOREST #1            3530                          2                             14                            1                             0                             0                             0                             17                            0                             0                             0                             0                             0                             0                             0                             17                            
COASTAL CAROLINA              1946                          342                           252                           76                            0                             0                             0                             670                           7                             8                             0                             0                             0                             0                             15                            685                           
EMERALD FOREST #1             3264                          149                           48                            15                            0                             0                             0                             212                           7                             1                             1                             0                             0                             0                             9                             221                           
FORESTBROOK                   3793                          786                           833                           363                           0                             0                             0                             1982                          5                             6                             11                            0                             0                             0                             22                            2004                          
JACKSON BLUFF                 767                           247                           94                            31                            0                             0                             0                             372                           6                             4                             1                             0                             0                             0                             11                            383                           
MYRTLE TRACE                  1661                          447                           222                           116                           0                             0                             0                             785                           3                             6                             0                             0                             0                             0                             9                             794                           
PALMETTO BAYS                 4551                          1006                          1057                          402                           0                             0                             0                             2465                          15                            15                            7                             0                             0                             0                             37                            2502                          
RED HILL #2                   2735                          552                           603                           187                           0                             0                             0                             1342                          5                             2                             5                             0                             0                             0                             12                            1354                          
SALEM                         2741                          36                            24                            11                            0                             0                             0                             71                            2                             0                             0                             0                             0                             0                             2                             73                            
SOCASTEE #4                   5264                          638                           459                           135                           0                             0                             0                             1232                          24                            10                            7                             0                             0                             0                             41                            1273                          
WILD WING                     4393                          864                           1034                          290                           0                             0                             0                             2188                          10                            20                            7                             0                             0                             0                             37                            2225                          
Failsafe                      0                             0                             0                             0                             10                            0                             0                             10                            0                             0                             0                             1                             0                             0                             1                             11                            
Provisional                   0                             0                             0                             0                             0                             19                            0                             19                            0                             0                             0                             0                             0                             0                             0                             19                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       34645                         5069                          4640                          1627                          10                            19                            0                             11365                         84                            72                            39                            1                             0                             0                             196                           11561                         

                                                                                                                                                                                                                                                                                                                                            Board of Education District 9 (Vote For 1)
                                                            REP James Edwards                                                                                                                                                                                                 DEM Edward R Robinson Jr                                                                                                                                                                                          Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
DOGWOOD                       1689                          330                           227                           70                            0                             0                             0                             627                           185                           192                           104                           0                             0                             0                             481                           0                             0                             0                             0                             0                             0                             0                             1108                          
EAST LORIS                    3079                          863                           319                           133                           0                             0                             0                             1315                          312                           234                           112                           0                             0                             0                             658                           1                             0                             0                             0                             0                             0                             1                             1974                          
EBENEZER                      2474                          600                           528                           170                           0                             0                             0                             1298                          89                            178                           202                           0                             0                             0                             469                           1                             0                             0                             0                             0                             0                             1                             1768                          
JERIGANS CROSSROADS           775                           365                           33                            17                            0                             0                             0                             415                           47                            22                            17                            0                             0                             0                             86                            0                             0                             1                             0                             0                             0                             1                             502                           
LEON                          2067                          409                           245                           70                            0                             0                             0                             724                           309                           216                           129                           0                             0                             0                             654                           0                             0                             0                             0                             0                             0                             0                             1378                          
NIXONS XROADS #1              2664                          455                           489                           101                           0                             0                             0                             1045                          112                           185                           115                           0                             0                             0                             412                           0                             0                             2                             0                             0                             0                             2                             1459                          
NIXONS XROADS #2              3445                          513                           691                           211                           0                             0                             0                             1415                          248                           413                           243                           0                             0                             0                             904                           1                             0                             1                             0                             0                             0                             2                             2321                          
SWEET HOME                    1373                          311                           114                           23                            0                             0                             0                             448                           201                           93                            73                            0                             0                             0                             367                           0                             1                             0                             0                             0                             0                             1                             816                           
WAMPEE                        2254                          310                           277                           58                            0                             0                             0                             645                           302                           439                           134                           0                             0                             0                             875                           1                             0                             0                             0                             0                             0                             1                             1521                          
WEST LORIS                    1003                          162                           35                            23                            0                             0                             0                             220                           237                           86                            78                            0                             0                             0                             401                           0                             0                             0                             0                             0                             0                             0                             621                           
WINDY HILL #2                 3126                          588                           796                           276                           0                             0                             0                             1660                          119                           230                           263                           0                             0                             0                             612                           0                             1                             0                             0                             0                             0                             1                             2273                          
NIXONS XROADS #3              2192                          290                           648                           160                           0                             0                             0                             1098                          78                            265                           182                           0                             0                             0                             525                           0                             0                             0                             0                             0                             0                             0                             1623                          
Failsafe                      0                             0                             0                             0                             6                             0                             0                             6                             0                             0                             0                             6                             0                             0                             6                             0                             0                             0                             0                             0                             0                             0                             12                            
Provisional                   0                             0                             0                             0                             0                             7                             0                             7                             0                             0                             0                             0                             2                             0                             2                             0                             0                             0                             0                             0                             0                             0                             9                             
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       26141                         5196                          4402                          1312                          6                             7                             0                             10923                         2239                          2553                          1652                          6                             2                             0                             6452                          4                             2                             4                             0                             0                             0                             10                            17385                         

                                                                                                                                                                                                                                   Board of Education District 11 (Vote For 1)
                                                            REP Shanda Allen                                                                                                                                                                                                  Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
ADRIAN                        2323                          451                           207                           66                            0                             0                             0                             724                           6                             3                             0                             0                             0                             0                             9                             733                           
AYNOR                         2000                          934                           268                           83                            0                             0                             0                             1285                          6                             5                             0                             0                             0                             0                             11                            1296                          
BROWNWAY                      1907                          709                           354                           59                            0                             0                             0                             1122                          4                             10                            3                             0                             0                             0                             17                            1139                          
CEDAR GROVE                   980                           442                           113                           22                            0                             0                             0                             577                           5                             2                             0                             0                             0                             0                             7                             584                           
COOL SPRINGS                  470                           258                           28                            3                             0                             0                             0                             289                           1                             0                             0                             0                             0                             0                             1                             290                           
DOGBLUFF                      1208                          572                           128                           25                            0                             0                             0                             725                           10                            0                             0                             0                             0                             0                             10                            735                           
FOUR MILE                     2240                          669                           400                           94                            0                             0                             0                             1163                          2                             7                             3                             0                             0                             0                             12                            1175                          
GALLIVANTS FERRY              181                           84                            10                            6                             0                             0                             0                             100                           0                             0                             0                             0                             0                             0                             0                             100                           
HOMEWOOD                      1790                          121                           70                            18                            0                             0                             0                             209                           0                             2                             0                             0                             0                             0                             2                             211                           
