




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
LITTLE RIVER #3               2366                          3                             0                             1                             0                             0                             0                             4                             388                           606                           221                           0                             0                             0                             1215                          0                             1                             1                             0                             0                             0                             2                             4                             5                             1                             0                             0                             0                             10                            86                            187                           248                           0                             0                             0                             521                           1752                          
LIVE OAK                      801                           2                             0                             0                             0                             0                             0                             2                             276                           51                            25                            0                             0                             0                             352                           0                             0                             0                             0                             0                             0                             0                             5                             0                             0                             0                             0                             0                             5                             97                            43                            41                            0                             0                             0                             181                           540                           
MAPLE                         1642                          0                             1                             2                             0                             0                             0                             3                             551                           248                           55                            0                             0                             0                             854                           0                             0                             0                             0                             0                             0                             0                             7                             1                             1                             0                             0                             0                             9                             151                           130                           55                            0                             0                             0                             336                           1202                          
MARLOWE #1                    2672                          0                             0                             0                             0                             0                             0                             0                             597                           545                           194                           0                             0                             0                             1336                          0                             0                             1                             0                             0                             0                             1                             6                             1                             3                             0                             0                             0                             10                            118                           223                           241                           0                             0                             0                             582                           1929                          
METHODIST-MILL SWAMP          804                           0                             0                             0                             0                             0                             0                             0                             481                           65                            18                            0                             0                             0                             564                           0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             29                            4                             5                             0                             0                             0                             38                            604                           
MT. OLIVE                     923                           1                             0                             0                             0                             0                             0                             1                             392                           34                            22                            0                             0                             0                             448                           0                             0                             0                             0                             0                             0                             0                             2                             0                             0                             0                             0                             0                             2                             108                           25                            25                            0                             0                             0                             158                           609                           
MT. VERNON                    652                           0                             0                             0                             0                             0                             0                             0                             314                           25                            14                            0                             0                             0                             353                           0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             42                            15                            15                            0                             0                             0                             72                            426                           
MYRTLE TRACE                  1661                          1                             0                             0                             0                             0                             0                             1                             384                           170                           92                            0                             0                             0                             646                           1                             0                             0                             0                             0                             0                             1                             5                             0                             0                             0                             0                             0                             5                             130                           149                           139                           0                             0                             0                             418                           1071                          
MYRTLEWOOD #1                 1788                          1                             0                             0                             0                             0                             0                             1                             300                           164                           71                            0                             0                             0                             535                           0                             0                             0                             0                             0                             0                             0                             5                             1                             2                             0                             0                             0                             8                             144                           112                           87                            0                             0                             0                             343                           887                           
MYRTLEWOOD #2                 2017                          3                             0                             0                             0                             0                             0                             3                             423                           247                           120                           0                             0                             0                             790                           1                             0                             0                             0                             0                             0                             1                             9                             2                             2                             0                             0                             0                             13                            167                           138                           174                           0                             0                             0                             479                           1286                          
MYRTLEWOOD #3                 2118                          2                             1                             0                             0                             0                             0                             3                             514                           315                           116                           0                             0                             0                             945                           0                             0                             1                             0                             0                             0                             1                             13                            3                             5                             0                             0                             0                             21                            155                           143                           138                           0                             0                             0                             436                           1406                          
NIXONS XROADS #1              2664                          0                             3                             1                             0                             0                             0                             4                             519                           569                           120                           0                             0                             0                             1208                          0                             0                             0                             0                             0                             0                             0                             7                             2                             4                             0                             0                             0                             13                            120                           212                           148                           0                             0                             0                             480                           1705                          
NIXONS XROADS #2              3445                          3                             3                             2                             0                             0                             0                             8                             519                           701                           207                           0                             0                             0                             1427                          1                             0                             0                             0                             0                             0                             1                             10                            0                             2                             0                             0                             0                             12                            240                           411                           278                           0                             0                             0                             929                           2377                          
NORTH CONWAY #1               1973                          4                             0                             0                             0                             0                             0                             4                             263                           406                           76                            0                             0                             0                             745                           2                             0                             0                             0                             0                             0                             2                             4                             1                             0                             0                             0                             0                             5                             147                           259                           105                           0                             0                             0                             511                           1267                          
NORTH CONWAY #2               1255                          3                             1                             0                             0                             0                             0                             4                             347                           183                           32                            0                             0                             0                             562                           0                             0                             0                             0                             0                             0                             0                             9                             2                             0                             0                             0                             0                             11                            126                           110                           39                            0                             0                             0                             275                           852                           
OCEAN DRIVE #1                2639                          2                             3                             2                             0                             0                             0                             7                             532                           606                           118                           0                             0                             0                             1256                          0                             0                             2                             0                             0                             0                             2                             9                             5                             2                             0                             0                             0                             16                            132                           180                           170                           0                             0                             0                             482                           1763                          
OCEAN DRIVE #2                4165                          1                             1                             2                             0                             0                             0                             4                             744                           1127                          366                           0                             0                             0                             2237                          0                             0                             2                             0                             0                             0                             2                             12                            1                             4                             0                             0                             0                             17                            132                           297                           316                           0                             0                             0                             745                           3005                          
OCEAN FOREST #1               1929                          0                             0                             0                             0                             0                             0                             0                             479                           238                           102                           0                             0                             0                             819                           1                             1                             0                             0                             0                             0                             2                             4                             0                             1                             0                             0                             0                             5                             159                           138                           140                           0                             0                             0                             437                           1263                          
OCEAN FOREST #2               2414                          3                             0                             1                             0                             0                             0                             4                             505                           419                           186                           0                             0                             0                             1110                          0                             0                             0                             0                             0                             0                             0                             4                             4                             1                             0                             0                             0                             9                             138                           196                           261                           0                             0                             0                             595                           1718                          
OCEAN FOREST #3               1690                          3                             0                             0                             0                             0                             0                             3                             335                           79                            30                            0                             0                             0                             444                           0                             0                             0                             0                             0                             0                             0                             12                            2                             1                             0                             0                             0                             15                            246                           121                           70                            0                             0                             0                             437                           899                           
PALMETTO BAYS                 4551                          2                             2                             1                             0                             0                             0                             5                             870                           895                           300                           0                             0                             0                             2065                          1                             0                             2                             0                             0                             0                             3                             16                            3                             4                             0                             0                             0                             23                            264                           414                           346                           0                             0                             0                             1024                          3120                          
PAWLEYS SWAMP                 630                           0                             0                             0                             0                             0                             0                             0                             284                           39                            6                             0                             0                             0                             329                           1                             0                             0                             0                             0                             0                             1                             3                             0                             0                             0                             0                             0                             3                             44                            6                             3                             0                             0                             0                             53                            386                           
PLEASANT VIEW                 272                           0                             0                             0                             0                             0                             0                             0                             146                           8                             6                             0                             0                             0                             160                           0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             30                            5                             1                             0                             0                             0                             36                            197                           
POPLAR HILL                   932                           0                             0                             0                             0                             0                             0                             0                             492                           74                            17                            0                             0                             0                             583                           0                             0                             0                             0                             0                             0                             0                             2                             1                             1                             0                             0                             0                             4                             44                            14                            21                            0                             0                             0                             79                            666                           
PORT HARRELSON                743                           0                             0                             0                             0                             0                             0                             0                             32                            16                            1                             0                             0                             0                             49                            0                             0                             0                             0                             0                             0                             0                             3                             0                             0                             0                             0                             0                             3                             275                           126                           22                            0                             0                             0                             423                           475                           
RACEPATH #1                   1573                          0                             1                             0                             0                             0                             0                             1                             224                           138                           38                            0                             0                             0                             400                           0                             0                             0                             0                             0                             0                             0                             9                             5                             0                             0                             0                             0                             14                            168                           291                           86                            0                             0                             0                             545                           960                           
RACEPATH #2                   2001                          1                             1                             0                             0                             0                             0                             2                             94                            109                           20                            0                             0                             0                             223                           0                             0                             0                             0                             0                             0                             0                             3                             3                             2                             0                             0                             0                             8                             313                           484                           112                           0                             0                             0                             909                           1142                          
RED BLUFF                     1277                          0                             1                             0                             0                             0                             0                             1                             330                           119                           26                            0                             0                             0                             475                           1                             0                             0                             0                             0                             0                             1                             3                             1                             0                             0                             0                             0                             4                             180                           127                           33                            0                             0                             0                             340                           821                           
RED HILL #1                   1555                          1                             0                             2                             0                             0                             0                             3                             334                           140                           36                            0                             0                             0                             510                           3                             0                             0                             0                             0                             0                             3                             6                             3                             0                             0                             0                             0                             9                             105                           94                            33                            0                             0                             0                             232                           757                           
RED HILL #2                   2735                          3                             4                             0                             0                             0                             0                             7                             477                           503                           154                           0                             0                             0                             1134                          2                             0                             3                             0                             0                             0                             5                             6                             6                             1                             0                             0                             0                             13                            143                           254                           207                           0                             0                             0                             604                           1763                          
SALEM                         2741                          2                             0                             1                             0                             0                             0                             3                             802                           539                           105                           0                             0                             0                             1446                          0                             0                             0                             0                             0                             0                             0                             12                            6                             3                             0                             0                             0                             21                            152                           208                           127                           0                             0                             0                             487                           1957                          
SEA OATS #1                   2615                          1                             0                             1                             0                             0                             0                             2                             453                           151                           77                            0                             0                             0                             681                           0                             0                             0                             0                             0                             0                             0                             7                             0                             0                             0                             0                             0                             7                             275                           101                           95                            0                             0                             0                             471                           1161                          
SEA OATS #2                   1894                          4                             0                             0                             0                             0                             0                             4                             373                           77                            25                            0                             0                             0                             475                           0                             0                             0                             0                             0                             0                             0                             3                             0                             0                             0                             0                             0                             3                             247                           126                           47                            0                             0                             0                             420                           902                           
SEA WINDS                     4733                          1                             1                             6                             0                             0                             0                             8                             873                           874                           314                           0                             0                             0                             2061                          1                             0                             0                             0                             0                             0                             1                             12                            7                             5                             0                             0                             0                             24                            302                           430                           370                           0                             0                             0                             1102                          3196                          
SHELL                         1533                          2                             0                             0                             0                             0                             0                             2                             612                           217                           45                            0                             0                             0                             874                           0                             1                             0                             0                             0                             0                             1                             7                             2                             0                             0                             0                             0                             9                             78                            75                            53                            0                             0                             0                             206                           1092                          
SOCASTEE #1                   3896                          5                             1                             0                             0                             0                             0                             6                             862                           490                           249                           0                             0                             0                             1601                          0                             0                             1                             0                             0                             0                             1                             12                            6                             1                             0                             0                             0                             19                            285                           247                           212                           0                             0                             0                             744                           2371                          
SOCASTEE #2                   1873                          1                             0                             0                             0                             0                             0                             1                             598                           197                           60                            0                             0                             0                             855                           0                             0                             0                             0                             0                             0                             0                             4                             0                             1                             0                             0                             0                             5                             125                           80                            55                            0                             0                             0                             260                           1121                          
SOCASTEE #3                   4264                          9                             0                             1                             0                             0                             0                             10                            1010                          751                           266                           0                             0                             0                             2027                          1                             1                             0                             0                             0                             0                             2                             12                            7                             5                             0                             0                             0                             24                            256                           341                           282                           0                             0                             0                             879                           2942                          
SOCASTEE #4                   5264                          2                             2                             1                             0                             0                             0                             5                             960                           751                           226                           0                             0                             0                             1937                          1                             1                             0                             0                             0                             0                             2                             25                            8                             3                             0                             0                             0                             36                            293                           418                           318                           0                             0                             0                             1029                          3009                          
SPRING BRANCH                 378                           0                             0                             0                             0                             0                             0                             0                             207                           16                            5                             0                             0                             0                             228                           0                             0                             0                             0                             0                             0                             0                             1                             0                             0                             0                             0                             0                             1                             35                            9                             1                             0                             0                             0                             45                            274                           
